Lap Distance,Cornering,Inclines,Camber,Grip,Wind (Avg. Speed),Temperature,Humidity,Air Density,Air Pressure,Wind (Gusts),Altitude,Roughness,Width,Rear Wing,Engine,Front Wing,Brake Balance,Differential,Suspension,Lap Time
3.1,46,89,58,8,24,2,92,62,64,41,62,72,94,477,15,164,286,167,1,58.759
4.3,74,22,88,26,46,26,77,63,100,80,45,68,97,45,13,117,418,279,139,81.884
3.8,60,90,71,73,60,15,9,31,52,81,34,12,84,500,33,264,148,228,136,72.835
3.1,40,41,87,21,47,11,93,98,91,97,73,23,82,39,248,179,311,162,200,60.069
3.8,4,70,88,78,56,40,56,63,65,92,28,71,4,187,387,1,1,1,250,71.941
5,34,50,53,64,37,29,16,62,1,50,74,93,20,466,1,492,49,1,45,96.167
2.9,57,14,60,12,26,29,21,32,36,31,52,2,64,279,1,261,1,1,88,55.168
3.3,3,24,52,62,65,31,94,12,36,8,76,42,21,311,1,213,145,86,275,63.416
4.7,60,77,1,17,54,8,62,60,2,68,6,95,98,500,1,292,500,410,25,90.259
3.9,25,87,71,41,99,33,12,69,11,86,23,25,91,500,117,309,312,370,67,75.465
3.1,29,94,47,74,19,15,79,1,26,81,90,99,5,497,66,410,1,1,28,59.183
4.1,80,85,16,23,97,26,59,37,78,86,46,21,69,424,1,500,177,251,143,78.537
4,96,69,34,60,8,2,64,23,66,33,79,71,18,379,1,350,142,169,1,76.413
4.8,76,15,12,88,74,9,49,83,17,5,4,18,85,445,1,252,365,133,188,92.164
5,34,100,24,99,82,14,21,45,93,30,16,76,38,283,433,93,93,384,139,95.438
3.2,22,1,83,99,56,4,75,24,10,20,88,79,53,442,149,122,1,1,393,61.689
3.8,66,44,47,90,61,40,11,32,61,28,35,96,66,500,23,348,500,334,341,73.555
4.9,49,7,12,35,7,25,86,62,18,76,33,37,21,330,39,262,73,96,128,93.392
4,51,90,86,11,16,15,11,47,37,29,98,92,78,500,31,351,405,124,161,76.821
5.1,78,23,34,14,70,28,44,36,5,6,17,31,53,500,1,438,108,69,1,96.992
4.4,38,24,99,22,90,17,19,72,80,46,48,75,63,122,1,4,223,143,213,84.154
3.9,99,99,53,85,22,4,87,81,3,66,46,26,8,419,143,500,163,313,1,74.677
2.9,65,32,95,57,49,13,29,46,47,71,92,14,53,153,1,403,123,39,153,55.421
4.1,94,66,97,33,26,25,3,13,58,26,15,71,23,500,1,474,281,139,181,78.082
3.7,74,73,22,44,19,27,66,44,59,79,86,23,7,395,1,300,212,80,81,70.179
2.9,4,5,32,4,98,6,3,8,96,25,20,74,30,116,133,85,117,74,252,56.046
4.9,84,47,1,89,38,38,47,20,73,2,70,79,37,366,1,358,395,381,225,94.73
4.3,5,72,4,64,91,11,44,44,11,67,33,62,19,500,143,182,51,118,130,82.943
3.2,55,24,7,91,16,39,6,98,26,16,42,31,71,45,226,1,256,264,133,61.287
3.2,81,60,61,76,63,1,19,4,17,53,58,88,49,422,1,405,379,40,110,61.278
4.9,4,20,57,32,27,22,62,90,64,70,3,20,96,121,51,76,90,1,215,93.577
3.4,25,70,86,65,24,37,37,72,9,7,62,35,45,266,76,342,206,266,134,65.734
3.5,25,57,21,0,98,22,33,40,31,63,78,59,24,500,98,189,101,1,1,66.908
4.2,14,90,18,78,70,21,79,47,85,74,30,33,39,271,454,265,141,226,39,82.213
4.2,90,91,2,81,36,17,46,30,39,90,61,66,99,500,1,500,330,457,171,80.193
4.7,96,6,68,72,42,29,57,41,90,64,98,34,94,123,42,278,348,267,186,90.607
4.4,64,55,31,71,67,25,18,19,40,50,71,43,26,500,18,500,129,61,154,83.709
4.8,17,1,59,82,25,27,74,47,64,26,85,45,94,127,1,1,119,114,427,91.929
3.3,84,7,13,74,80,28,97,25,63,69,63,57,47,500,112,441,256,26,293,63.678
4.2,23,98,31,17,58,27,65,38,79,66,71,3,56,428,74,119,151,134,1,80.719
3,63,21,74,62,39,28,83,9,64,75,39,9,39,423,23,407,1,69,77,57.296
4.5,55,65,7,35,79,40,100,26,88,54,40,95,67,422,483,200,495,380,50,87.303
3.7,79,19,100,94,24,2,98,5,52,13,93,14,77,500,142,465,276,253,184,71.678
3.5,64,2,49,8,53,18,88,91,61,43,72,55,63,67,1,1,120,1,179,66.565
4.7,81,76,47,66,66,12,8,22,1,42,26,80,36,427,141,465,136,279,134,90.871
4.3,98,57,44,72,96,2,11,70,38,89,51,78,89,500,116,344,456,308,149,82.168
3.9,81,66,89,42,27,24,94,50,80,38,83,23,13,328,92,319,25,198,1,74.913
4.4,7,68,74,91,32,2,99,17,13,70,41,55,25,366,1,420,1,62,350,84.858
3.8,80,73,19,42,4,13,30,81,1,34,94,79,61,326,1,347,421,163,1,73.418
4.9,66,69,59,47,60,12,49,8,71,93,26,14,68,500,95,500,81,63,13,94.651
3.8,79,25,47,44,26,27,51,65,72,50,0,64,43,115,30,37,115,92,74,73.834
4.8,19,54,35,85,48,22,76,94,10,96,92,17,85,188,207,93,202,318,247,93.484
4.6,62,91,76,90,59,31,45,37,17,65,19,27,8,500,250,339,81,151,175,88.279
3.1,41,27,43,32,0,8,72,28,91,14,56,55,57,195,1,97,52,12,122,59.058
3.4,5,54,46,40,46,22,47,84,70,67,73,18,21,1,27,175,1,45,255,65.304
4.6,99,35,79,4,31,31,4,63,39,63,76,75,85,432,1,393,438,267,164,86.988
5.1,38,48,59,10,47,33,72,12,1,39,2,59,11,411,123,500,1,1,223,98.44
4.3,66,92,32,40,64,11,31,11,52,82,91,30,80,500,90,500,375,281,171,83.147
4.8,38,91,58,57,48,33,97,87,64,7,45,17,53,311,414,238,199,426,42,91.902
4.9,61,91,93,41,12,4,1,2,66,79,85,60,42,306,55,236,33,118,127,95.381
4.7,67,5,70,24,71,5,9,60,31,59,1,47,67,203,149,204,204,1,94,89.537
3.4,76,22,91,8,15,2,33,25,99,49,41,68,73,246,1,50,203,1,139,64.401
2.9,43,2,84,79,41,20,66,92,25,58,92,67,98,230,1,44,252,272,208,56.212
5,42,67,93,70,22,31,34,81,72,20,26,74,79,132,32,1,128,348,87,97.401
3.5,86,99,42,93,78,19,84,7,92,72,93,95,82,500,73,388,280,430,166,66.886
3.9,76,81,33,82,11,6,76,7,53,43,35,69,21,475,1,256,69,11,9,75.382
4.6,30,18,19,21,85,8,27,42,57,98,59,56,31,227,1,317,124,1,131,87.665
5.1,42,94,34,9,44,34,21,28,46,36,14,23,43,500,1,374,189,231,158,98.533
3.5,72,79,87,9,68,0,44,24,77,67,8,3,80,342,1,257,84,1,162,67.388
4.6,19,15,45,89,67,16,7,81,48,64,91,50,71,137,1,1,201,32,310,87.348
5.1,1,5,49,89,96,9,44,87,89,66,91,84,24,9,90,1,18,1,465,96.432
4.7,31,90,39,82,47,15,57,34,21,29,85,61,14,471,60,406,180,49,79,89.848
4.7,8,73,89,90,88,3,93,66,21,4,30,20,13,419,18,314,1,119,160,90.085
3.5,49,9,97,26,87,26,29,49,95,21,92,14,84,1,1,179,335,1,260,67.613
2.9,68,48,48,98,8,38,49,49,18,10,57,25,97,400,50,396,459,347,387,56.518
3.5,97,44,33,63,82,19,55,63,41,78,77,14,93,404,1,500,443,489,52,66.674
3.8,94,78,15,46,31,0,31,5,31,81,59,73,14,416,1,500,33,182,40,73.023
4.1,18,88,23,99,21,10,96,68,49,34,91,64,83,236,437,89,107,406,77,79.976
3.3,95,48,78,54,57,5,54,78,51,45,83,12,38,476,132,412,166,203,199,63.645
4.2,0,7,61,7,43,14,70,36,22,53,52,56,48,199,1,118,60,55,258,80.29
3.5,7,93,6,17,89,39,23,55,14,22,28,18,11,500,110,417,56,1,1,67.167
4.8,69,8,70,12,17,24,17,52,91,43,40,7,0,29,1,1,89,121,211,92.284
3.3,62,54,90,14,18,2,64,20,47,66,52,44,16,468,7,272,132,1,27,62.746
4.4,31,83,45,32,79,35,93,24,9,72,1,72,92,500,240,378,408,403,113,84.528
3.3,34,94,18,59,41,0,100,1,41,80,68,37,36,371,87,463,46,1,1,63.07
2.9,80,31,91,41,77,26,13,91,57,47,92,1,87,213,1,192,205,209,16,55.306
3.8,47,59,24,86,58,36,67,17,3,27,6,96,89,500,146,300,456,315,246,72.708
4,41,68,84,80,62,28,18,59,29,26,32,73,68,256,150,312,217,329,65,78.013
5,26,36,16,2,25,26,49,98,14,57,49,7,38,149,1,62,1,116,1,95.453
3.2,87,93,94,71,18,13,63,53,22,16,99,3,6,451,150,401,78,202,168,61.302
4.3,11,82,24,47,19,22,97,20,100,40,53,95,5,198,395,152,1,61,59,82.699
3.8,92,69,19,10,26,36,32,37,17,47,38,83,27,500,1,306,367,236,1,72.465
2.9,7,65,11,89,47,34,84,28,57,32,71,13,13,264,60,64,1,84,129,55.342
4.6,47,57,64,17,63,33,20,40,35,14,40,43,41,452,1,357,192,1,84,87.706
3.6,22,73,97,16,48,17,3,23,98,15,20,89,6,149,114,139,1,124,1,69.898
4.4,22,64,94,52,21,11,81,98,65,72,91,92,18,20,157,1,216,91,216,85.021
4.3,27,55,39,19,10,34,33,34,67,99,0,67,25,210,1,17,22,1,128,82.631
3.5,81,18,14,71,68,11,7,24,8,74,41,44,39,421,1,452,284,12,284,66.961
4,56,55,36,91,10,4,15,11,14,68,77,85,73,500,32,443,370,256,74,77.668
4,6,52,23,74,15,34,35,23,78,72,98,40,33,226,25,22,1,160,299,77.126
4.4,42,64,97,61,43,17,12,31,56,45,21,4,57,291,1,247,19,38,276,83.748
3.8,23,56,95,60,55,21,94,59,2,85,41,63,32,500,107,500,49,147,58,73.338
3.8,29,20,9,65,43,17,68,72,45,73,23,11,70,39,37,1,6,164,224,73.819
3.5,48,89,58,35,6,40,83,65,0,29,76,82,53,500,1,330,136,375,166,67.179
4.3,20,98,60,96,31,25,23,13,88,98,91,15,82,354,153,407,82,217,66,82.75
4.8,75,35,34,81,39,32,87,39,15,78,48,24,72,446,128,398,242,243,144,90.873
3.7,89,24,25,13,95,26,64,78,62,38,18,38,87,378,156,185,390,197,1,71.348
4.8,95,84,78,51,76,18,75,43,5,78,86,30,17,500,1,469,189,311,1,90.643
3,37,13,83,37,11,9,59,54,49,82,45,64,82,138,1,166,184,1,95,57.013
4.2,83,48,87,4,12,40,56,45,40,71,80,88,43,500,1,171,226,205,118,80.708
4.7,89,45,92,18,40,11,91,95,81,12,16,75,91,382,77,15,337,256,173,90.667
3.7,19,1,41,96,10,13,16,13,84,59,10,61,46,150,102,1,1,1,331,70.822
4.7,11,24,91,52,46,1,35,52,89,66,34,61,70,110,1,106,1,1,133,89.7
4.4,64,54,96,18,19,11,83,96,90,61,63,6,59,43,190,1,221,229,1,85.38
3.1,94,89,97,66,44,12,58,63,93,68,24,88,87,322,64,174,300,324,103,60.413
3.7,49,83,15,74,8,26,64,34,7,70,54,27,99,413,1,316,312,367,95,70.514
3.8,46,53,84,80,69,31,14,38,9,12,7,5,1,480,74,289,1,1,194,72.638
4.6,15,18,76,79,97,27,49,10,92,44,0,30,32,243,145,214,90,1,246,87.486
4.9,82,86,2,20,39,10,54,87,5,29,13,97,27,500,30,265,391,71,74,94.197
4.1,18,89,1,8,55,38,5,39,9,32,86,87,76,463,117,357,170,108,164,78.769
4.9,16,65,5,10,20,12,35,60,68,62,51,89,23,105,112,86,1,1,50,93.522
4.4,98,97,68,76,79,28,90,76,66,91,3,40,49,466,391,500,244,369,75,84.262
3.1,45,15,99,50,32,32,21,39,1,12,22,82,2,321,151,169,1,1,215,59.932
4.7,17,24,68,33,26,0,8,15,87,74,76,71,18,237,1,60,69,1,225,88.954
3.6,68,61,62,10,10,13,12,45,32,35,53,57,57,316,145,376,242,48,164,69.303
4,93,75,88,71,97,15,65,78,71,57,42,68,44,446,71,318,335,448,1,76.67
5,95,1,10,38,19,5,1,86,77,67,55,25,22,138,1,198,68,132,233,97.504
4.6,17,87,57,61,25,33,43,71,36,6,48,89,79,319,39,53,127,355,318,88.998
3,86,50,57,73,51,18,76,98,80,76,39,22,89,314,154,98,439,321,171,58.039
4.2,37,62,30,30,29,15,65,2,82,54,45,15,84,350,1,153,159,148,218,80.77
3.1,92,67,84,38,44,13,75,93,62,83,56,6,69,334,88,390,237,409,1,59.023
3.2,65,67,1,42,13,19,67,59,100,72,41,19,79,1,228,23,146,170,131,61.644
3.5,17,52,39,39,50,19,33,92,45,48,43,86,66,159,1,140,222,1,253,66.895
3.9,42,62,51,97,47,17,55,74,83,80,1,73,31,235,463,65,212,268,119,74.831
3.3,49,53,61,85,62,35,78,15,90,11,46,68,93,500,90,104,239,330,85,63.837
4.2,92,75,71,50,90,10,77,17,70,86,97,80,74,500,1,499,500,358,129,79.852
3,60,20,73,23,22,4,100,8,32,89,3,54,30,477,101,478,258,27,156,57.397
4.4,52,60,99,77,27,34,6,2,40,73,32,73,67,500,68,500,112,254,107,85.713
2.9,34,37,42,43,82,5,91,8,13,89,76,3,62,403,25,500,1,55,197,55.355
4.6,18,55,0,14,15,25,49,34,39,72,23,27,43,240,112,91,84,1,42,87.655
3.8,58,10,53,50,81,2,41,39,31,56,72,32,43,250,18,300,132,48,247,72.382
3.3,98,13,93,76,64,1,11,41,47,81,53,13,4,463,99,361,54,133,23,63.572
3.5,0,64,92,6,14,39,66,25,86,4,33,63,10,171,163,108,59,144,53,68.434
4,86,83,22,0,89,27,39,12,76,31,7,51,67,500,68,295,169,1,1,77.139
3.1,37,41,54,12,28,21,18,69,70,7,68,70,57,263,92,75,288,1,247,60.138
3.6,27,26,25,45,78,5,90,55,18,46,69,41,66,363,1,385,108,124,72,69.113
4.5,98,51,50,94,42,24,7,42,37,76,70,41,11,446,1,371,177,292,157,84.787
4.8,37,18,31,44,94,40,43,61,11,15,74,60,19,500,126,329,235,141,33,94.058
4.7,34,62,64,98,11,31,59,56,73,37,43,90,10,398,407,115,1,1,214,91.157
2.9,74,36,68,38,81,9,36,38,65,43,60,62,42,345,149,279,96,1,99,55.83
3.3,38,66,71,16,43,11,48,26,88,28,92,10,19,370,56,293,154,34,81,63.747
4,98,30,28,74,57,22,96,29,96,55,73,2,85,500,1,262,213,283,3,78.019
3.4,27,80,48,13,39,3,21,33,22,29,89,51,42,490,1,246,46,136,65,64.742
4.3,21,70,56,36,60,25,4,93,74,35,16,60,2,207,1,140,91,138,241,84.213
4.3,20,5,67,41,56,9,36,34,82,8,26,74,56,95,1,145,106,1,354,81.598
4.1,12,94,14,52,87,2,48,24,29,58,42,34,52,500,1,472,5,59,41,77.872
3.1,15,27,86,47,66,6,100,34,41,8,29,98,20,500,44,94,1,1,237,58.753
3.2,27,25,17,2,92,9,1,38,63,29,14,67,4,247,53,38,1,1,1,60.595
4.5,55,52,52,98,77,36,63,52,89,77,48,80,60,270,241,195,212,314,276,86.498
3.6,100,45,13,1,89,14,21,25,40,42,7,73,22,438,22,365,234,189,138,69.975
3.8,65,98,54,69,79,8,66,75,95,93,39,93,85,500,336,262,425,272,21,73.301
5.1,11,10,71,10,74,4,18,68,53,3,34,38,41,1,100,6,1,1,281,97.531
4.8,49,18,84,89,3,10,75,100,90,15,76,39,22,90,97,1,1,229,228,92.1
3.3,71,27,95,43,42,27,41,9,51,25,83,42,40,324,58,342,119,75,247,63.148
3,76,45,95,42,7,1,10,74,86,75,22,18,95,1,1,9,271,159,242,57.15
4.5,91,0,50,52,30,15,67,80,12,97,58,89,71,422,3,258,485,1,133,86.57
3.5,53,18,41,67,6,2,57,24,73,86,22,35,93,82,1,84,198,155,183,66.994
4,49,64,32,7,35,29,19,19,24,88,63,75,0,500,123,350,148,1,30,76.427
4.3,2,25,93,23,32,33,66,9,79,71,87,36,1,251,1,148,1,119,119,82.313
4.2,55,13,41,55,39,10,67,95,18,99,4,96,97,242,204,289,275,278,183,82.098
4,2,49,26,69,52,27,28,21,67,57,2,99,69,244,162,1,261,1,354,76.713
5,74,30,4,8,65,10,95,36,23,58,81,2,80,366,31,338,222,1,108,95.956
4.2,33,75,13,63,83,19,57,83,1,65,30,35,59,423,21,462,1,183,176,80.132
3.3,11,73,22,13,20,30,11,31,16,38,90,91,43,352,1,50,15,1,19,63.155
4.8,51,4,96,91,48,20,40,23,28,23,84,18,27,212,1,149,1,1,297,90.964
4,56,79,26,41,40,10,78,82,93,37,99,15,3,139,25,204,8,174,100,76.635
3.8,55,89,96,34,13,16,51,45,54,12,54,41,55,465,65,242,33,242,1,73.324
4.1,29,45,66,54,60,2,52,48,14,29,33,32,66,447,140,415,221,1,108,79.795
4.5,2,57,36,6,94,23,65,48,29,36,30,37,57,418,21,133,42,1,162,84.917
3.7,38,69,82,13,25,2,63,78,19,32,67,24,83,358,1,277,40,1,128,70.454
3.5,98,62,30,98,1,32,95,57,15,91,28,97,35,500,421,328,373,500,99,67.212
5,23,38,47,59,13,1,61,96,18,83,87,93,93,299,88,77,234,112,343,95.755
4.9,100,63,46,1,86,23,55,22,90,10,22,65,24,371,30,334,498,49,1,94.912
3.2,11,50,32,7,51,28,95,74,7,57,32,2,37,332,1,324,1,1,202,60.684
2.9,39,39,97,49,84,0,19,43,11,95,7,85,77,500,1,442,198,1,266,54.685
3.5,94,5,6,38,84,9,16,62,71,2,82,27,21,164,151,135,313,1,72,67.414
4.7,23,88,13,94,47,27,88,49,70,53,72,71,68,307,378,85,84,156,123,91.278
3.9,38,97,88,73,17,25,62,20,68,45,14,26,87,500,251,265,244,307,166,74.604
2.9,29,33,70,1,88,15,63,74,98,78,63,36,11,20,14,89,1,1,28,54.948
3.1,39,60,29,14,12,28,41,9,33,96,64,96,21,500,52,285,64,155,75,59.477
3.1,78,90,57,95,70,40,76,37,77,98,61,79,74,500,399,396,323,500,309,58.855
4.1,16,76,75,76,52,24,37,19,99,75,5,65,16,339,389,64,1,1,268,78.897
4.7,24,53,28,81,22,7,55,92,88,74,91,55,18,130,75,152,1,1,196,89.583
3,84,84,60,33,89,20,17,73,79,94,54,89,37,333,11,311,257,304,1,57.503
4.2,11,64,15,5,52,24,2,5,24,57,21,10,24,411,1,386,1,1,1,79.394
4.7,7,0,73,37,95,1,29,76,71,16,34,5,62,150,1,41,27,47,344,89.696
4.6,19,12,13,50,16,37,19,5,73,45,91,11,55,4,18,98,182,1,98,88.055
4,29,80,62,19,95,21,73,80,87,96,36,84,18,452,198,43,1,1,200,76.924
3.2,95,99,76,95,15,29,34,96,46,47,44,71,99,438,449,205,500,496,206,61.401
4.9,36,69,99,90,9,20,79,66,47,92,55,64,4,261,164,240,1,78,146,93.117
4.4,17,53,56,51,2,26,93,2,11,82,50,27,67,500,1,448,217,110,140,83.934
3.9,2,11,54,81,37,1,70,54,46,70,1,18,36,9,1,1,1,65,142,74.535
3.1,78,80,44,58,73,34,82,24,11,96,70,42,56,500,20,500,121,236,209,59.313
2.9,19,88,3,35,10,17,51,79,71,42,34,39,33,265,29,1,158,22,134,56.195
3.4,55,10,8,7,10,15,26,25,92,91,35,93,51,71,128,1,376,133,220,66.504
4.3,74,58,81,97,43,25,13,27,37,1,76,40,66,408,1,189,153,253,274,82.409
3.1,52,53,52,89,3,8,98,88,11,32,5,32,46,346,186,276,165,235,296,59.269
4.7,80,43,42,36,43,0,73,70,21,11,92,80,36,500,24,238,89,1,136,89.503
3.5,91,5,2,92,34,0,99,23,10,27,54,14,59,481,119,377,143,26,298,67.257
4.8,69,83,89,5,23,21,2,16,97,88,10,71,45,430,1,61,91,102,147,93.05
4.1,30,32,76,64,23,13,8,61,48,82,79,14,63,1,56,185,1,37,339,79.172
3.6,58,56,9,2,80,26,53,69,10,65,51,80,71,366,1,333,155,40,11,68.873
4.1,90,3,69,24,23,38,88,70,15,89,60,83,91,500,71,174,492,290,246,79.094
4.1,48,88,69,15,93,20,20,56,72,23,19,13,95,393,1,321,388,392,69,78.473
4.3,62,77,11,22,79,24,71,10,100,49,17,18,61,395,5,249,61,17,178,83.839
3.3,18,83,31,91,57,8,82,69,81,53,51,78,81,200,250,35,255,146,340,64.075
5,94,8,77,56,96,3,7,81,62,40,60,11,97,120,1,129,394,116,143,96.315
4.5,2,77,48,29,94,25,34,57,23,41,74,41,10,424,66,245,1,1,156,85.585
3.5,62,52,16,8,43,26,25,42,60,20,78,47,97,255,1,134,417,261,191,67.214
4.4,93,99,51,46,76,12,96,9,61,46,97,19,51,452,1,500,306,253,1,83.96
3.2,5,63,68,9,41,1,15,14,54,88,36,3,64,258,112,161,1,1,142,60.819
4.5,76,94,95,100,52,11,1,33,82,69,90,83,80,386,82,396,250,365,91,87.457
3.2,75,64,32,98,17,29,9,40,26,87,65,39,88,449,33,335,331,366,280,60.724
4.7,54,71,36,28,84,8,59,85,87,17,58,86,93,191,35,1,237,316,203,91.179
3.2,59,30,90,40,2,24,85,76,36,40,90,16,27,300,1,171,128,1,34,61.227
4.5,23,86,9,39,59,15,23,89,18,58,97,35,1,386,119,235,111,5,1,86.19
3.2,30,68,46,40,14,17,45,31,70,61,66,95,85,230,90,131,360,77,282,61.48
4.3,100,62,96,19,69,36,74,20,23,61,69,24,55,500,20,413,251,500,153,83.145
3.1,87,9,12,32,75,16,17,5,70,82,83,30,91,334,1,451,308,3,219,59.676
5.1,57,99,1,12,70,11,35,2,94,88,77,18,73,500,1,426,236,191,121,96.71
3.2,72,5,74,12,40,39,3,27,35,47,2,12,11,353,140,336,1,9,1,62.259
4.7,26,70,13,93,15,19,47,86,45,44,75,81,73,163,96,87,211,344,138,89.269
3,39,19,59,2,27,4,74,55,91,71,86,46,11,12,1,1,35,149,116,57.406
4.5,42,26,80,79,55,20,39,9,10,47,84,10,99,395,1,264,151,277,367,87.267
4.3,39,43,46,91,94,23,93,59,9,60,23,100,41,500,52,437,206,172,250,82.135
4.6,84,20,74,97,20,11,42,70,28,30,68,51,6,346,28,295,1,116,191,87.48
3.4,39,31,46,87,65,21,30,64,22,81,57,66,99,411,40,364,361,427,230,65.169
5.1,68,22,94,29,18,37,67,54,20,61,85,17,21,472,16,250,215,1,1,98.965
4.6,99,68,30,91,90,23,17,96,22,4,58,23,50,312,22,386,242,367,49,88.245
4.5,95,66,49,23,53,17,65,38,85,85,32,97,42,434,156,184,400,103,7,87.34
3.1,38,78,1,54,97,6,61,2,100,55,95,28,80,288,24,30,130,138,15,59.638
4.9,100,22,37,100,70,17,74,90,71,27,44,17,94,286,221,367,500,401,243,93.834
4.6,41,40,95,58,79,19,65,8,92,56,26,84,13,452,1,272,124,1,145,87.381
4.7,2,11,44,8,39,18,91,19,82,5,92,79,45,169,122,58,96,121,186,90.446
3.1,75,26,89,11,57,15,43,41,20,62,91,31,17,466,94,500,164,1,199,59.744
4,9,7,59,4,99,14,76,50,31,14,86,67,56,465,61,51,1,92,118,77.091
4.2,98,44,94,21,33,19,14,54,64,69,96,20,86,447,44,404,279,448,40,81.295
3.2,70,0,65,32,33,20,87,50,48,85,27,19,85,33,1,15,219,1,353,61.554
4.2,59,6,76,39,37,28,43,75,15,59,12,20,97,304,1,273,465,273,287,81.164
3.8,32,69,35,60,97,17,83,54,1,19,52,52,47,370,1,416,175,228,135,72.993
4,89,20,6,57,14,5,87,68,17,69,17,78,53,500,1,218,433,1,246,77.94
3.9,79,9,40,24,29,27,50,28,32,57,43,69,58,379,43,239,194,86,186,74.266
4.7,46,83,19,81,71,38,20,79,45,90,99,95,4,288,89,141,110,168,55,90.196
3.9,63,73,93,8,19,39,15,80,24,74,12,64,82,267,1,242,200,381,1,75.318
3,0,76,87,94,4,36,90,52,71,93,10,73,20,1,462,1,1,1,254,56.636
4.3,47,41,82,59,9,15,27,58,57,69,67,70,34,277,136,158,84,61,79,82.827
2.9,19,68,56,54,54,17,62,59,36,79,54,24,32,413,158,306,40,1,79,55.627
5,40,33,66,75,32,33,17,85,60,43,6,27,15,204,123,179,1,1,54,96.654
3.5,15,89,71,68,42,40,94,45,75,93,63,35,11,500,449,330,1,1,70,67.627
3.7,64,95,71,17,75,32,97,80,31,76,11,84,30,490,230,392,318,257,140,70.489
4.6,88,30,96,24,32,19,9,16,9,71,7,87,85,389,20,500,500,169,246,88.392
3.7,100,74,50,56,21,22,50,69,78,14,16,34,11,327,1,319,315,470,1,71.069
4,19,12,86,20,51,37,87,92,24,56,87,41,29,295,1,236,102,1,73,77.301
5.1,22,42,22,15,90,14,84,89,3,58,83,85,17,452,104,285,1,1,57,96.8
5.1,45,83,81,87,75,16,83,84,36,54,4,59,81,500,416,188,337,498,77,99.214
3,91,27,48,18,31,23,59,12,64,97,30,56,50,390,148,500,304,30,184,58.052
3.8,22,48,8,38,26,9,83,26,91,28,95,58,44,166,134,11,91,115,117,73.01
4.4,22,62,4,8,33,34,18,92,58,17,49,98,87,191,13,1,293,141,202,83.475
4,24,46,10,54,73,29,5,8,76,45,3,85,49,458,1,99,148,71,273,76.469
4,43,16,68,39,38,21,46,92,2,97,46,51,8,364,149,240,172,1,84,77.221
4.4,29,87,79,72,0,18,21,49,28,90,4,73,38,181,155,196,192,1,296,85.318
3.9,41,33,14,6,40,40,15,70,25,44,31,16,46,287,134,140,224,1,1,75.456
5.1,78,76,91,10,70,35,70,68,96,55,99,8,48,146,27,231,47,224,71,97.686
4.7,16,23,12,82,96,12,96,82,64,2,56,11,11,120,182,36,57,87,168,89.886
3,76,57,65,19,65,7,45,54,77,94,30,94,9,462,108,357,81,1,214,57.978
4.7,31,1,97,63,56,7,75,10,88,34,94,42,43,178,68,190,160,1,297,90.073
4.2,55,28,80,64,80,23,17,28,61,26,69,41,87,295,1,234,403,162,232,79.755
4.1,79,57,49,3,94,4,95,39,1,97,61,90,10,500,94,500,23,1,65,77.881
3.4,20,96,88,74,20,18,87,96,63,63,34,22,13,222,286,34,1,88,1,65.448
3.4,70,4,31,52,55,6,67,56,51,10,46,8,90,57,12,52,140,151,109,65.891
3.7,32,28,81,95,43,12,80,84,28,26,87,7,77,253,64,140,127,87,323,70.576
3.2,14,24,63,37,53,36,77,41,52,98,3,30,19,244,22,301,2,1,151,61.266
3.6,38,68,3,27,93,27,97,48,24,76,76,80,8,500,1,500,203,1,149,69.1
3.8,12,7,32,32,37,10,2,72,30,40,52,29,49,87,1,1,4,107,336,72.901
3.7,51,41,15,69,90,20,54,60,76,73,96,89,53,500,1,256,124,261,95,71.692
3.9,97,91,31,1,27,8,2,67,12,62,0,90,31,454,25,485,479,44,42,74.566
3.9,79,9,33,81,78,9,42,27,91,1,25,40,70,118,1,58,201,14,113,75.192
3.4,54,44,73,38,100,32,17,92,27,89,33,29,84,463,1,207,247,218,181,64.626
3.5,33,5,75,65,1,16,58,16,94,92,56,51,78,1,102,1,99,60,253,66.885
4.8,3,50,51,43,61,25,39,17,2,61,83,69,9,403,65,264,1,1,107,90.945
5,99,55,3,21,52,13,14,32,25,99,14,43,7,405,1,455,81,1,22,95.211
4.5,56,64,69,73,85,40,93,54,80,27,20,81,62,433,426,129,375,368,216,85.353
3.2,94,13,31,81,73,12,37,67,52,63,55,39,5,452,57,280,43,1,1,61.642
5.1,30,35,62,95,89,33,73,28,21,95,64,79,53,342,154,387,281,42,352,98.87
4.4,4,90,0,39,20,36,99,10,51,87,44,8,61,326,185,425,1,14,7,84.702
4.6,43,35,52,68,17,26,77,43,29,19,9,46,84,474,186,106,362,261,80,90.584
4,19,38,64,84,17,5,79,77,54,53,18,32,23,105,214,40,162,1,294,76.805
3.6,13,77,91,29,33,21,41,50,7,40,54,77,28,481,1,286,111,60,203,68.317
3.7,98,88,69,8,64,8,33,48,15,11,7,82,59,428,1,375,333,292,160,71.058
4.4,67,85,60,98,85,13,75,75,89,5,54,23,44,351,211,286,68,232,96,85.069
4.7,28,38,8,40,27,18,76,73,56,86,1,87,72,396,267,51,124,195,294,92.079
3.4,69,16,20,74,58,17,34,8,35,95,81,93,15,413,59,293,244,25,308,65.273
4.1,78,86,20,80,27,12,64,25,36,61,83,40,51,500,124,471,160,286,69,78.027
